PUMFID,VERDATE,EMP_10_A,EMP_10_B,EMP_10_C,EMP_10_D,EMP_10_E,EMP_10_F,EMP_10_G,EMP_10_H,EMP_10_I,CIN_05_A,CIN_05_B,CIN_05_C,CIN_05_D,CIN_05_E,CIN_05_F,CIN_05_G,CIN_05_H,CIN_05_I,CIN_05_J,CIN_05_K,CIN_10A,CIN_10B,CIN_10C,EXP_05A,EXP_05B,EXP_05C,EXP_05D,EXP_05E,EXP_05F,EXP_05G,EXP_05H,LTC_05_G,LTC_10,HL_05,HL_10,HL_15,HL_20,HL_25_A,HL_25_B,HL_25_C,HL_25_D,HL_25_E,HL_25_F,HL_25_G,HL_25_H,HL_25_I,HL_25_J,HL_25_K,HL_30,DIS_STAT,PRURURB,PCSIZMIZ,PPROV,PVISMIN,PDISTYP1,PDISTYP2,PDISTYP3,PDISTYP4,PDISTYP5,PDISTYP6,PAGEGR,PDEM_10,PED_05,PEMP_15B,PFACT2,PLTC_05A,PLTC_05B,PLTC_05C,PLTC_05D,PLTC_05E,PLTC_05F,PEDU_01,PHHARR,PIIDFLAG,PLFS_BEF,PLFS_CUR
1454,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,6,7,4,4,4,2,3,3,3,2,2,1,4,3,3,4,1,2,2,2,2,2,1,1,2,1,2,1,1,2,3,35,2,2,2,1,1,2,1,17,2,1,6,1.5231,2,2,1,1,2,1,2,2,2,1,3
1455,27/08/2020,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,6,4,5,2,2,4,4,4,4,2,1,2,4,4,4,1,2,2,2,2,2,2,1,2,2,2,2,1,2,3,47,2,1,2,2,2,1,2,13,2,2,9,0.9898,1,2,2,2,1,2,1,3,2,1,1
1456,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,3,2,2,3,2,4,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,24,2,1,2,2,2,2,2,13,2,1,6,1.6273,1,2,2,2,2,2,2,1,2,3,3
1457,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,3,2,2,4,2,2,2,1,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,35,2,1,2,1,1,1,1,16,2,1,6,0.5703,1,2,1,1,1,1,2,1,2,3,3
1458,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,3,3,2,4,4,4,2,2,2,2,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,24,2,2,2,2,2,1,2,3,2,2,1,1.9943,2,2,2,2,1,2,2,2,2,1,1
1459,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,2,3,4,3,1,2,2,1,2,2,2,1,2,1,2,2,1,2,3,35,2,2,2,1,2,1,2,17,2,2,6,1.5231,2,2,1,2,1,2,2,1,2,3,3
1460,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,3,3,3,4,4,4,3,2,2,3,4,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,35,2,2,2,2,2,1,2,7,2,2,1,0.3921,2,2,2,2,1,2,2,2,2,1,1
1461,27/08/2020,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,3,2,2,4,4,4,4,1,2,2,1,2,2,1,1,2,2,2,2,2,1,5,12,2,1,2,1,1,2,2,14,2,1,9,0.5073,1,2,1,1,2,2,2,2,2,1,1
1462,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,1,4,4,4,4,3,4,4,2,1,3,4,3,4,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,59,1,2,2,2,2,2,1,8,2,2,1,0.2968,2,2,2,2,2,1,2,1,2,1,1
1463,27/08/2020,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,6,1,2,2,2,1,1,2,1,3,2,2,3,5,4,5,2,2,2,1,2,2,1,1,1,1,2,1,2,2,6,12,2,1,2,2,1,2,1,6,2,2,6,0.4494,1,2,2,1,2,1,2,2,2,9,2
1464,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,3,1,2,3,2,2,1,3,3,3,4,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,48,2,1,2,1,1,1,2,8,2,1,3,0.4116,1,2,1,1,1,2,2,1,2,1,1
1465,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,6,6,4,4,4,4,4,4,4,4,2,2,3,4,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,48,2,2,2,2,2,1,2,7,2,1,3,0.6206,2,2,2,2,1,2,2,3,2,1,1
1466,27/08/2020,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,2,2,2,2,4,2,2,1,4,4,4,4,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,48,2,2,2,1,2,2,1,16,2,2,6,0.727,2,2,1,2,2,1,2,2,2,1,1
1467,27/08/2020,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,6,2,4,4,4,4,4,4,4,4,2,1,4,5,3,5,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,35,2,2,2,2,2,1,1,14,2,2,1,0.6004,2,2,2,2,1,1,2,2,2,1,1
1468,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,6,4,4,4,4,3,4,4,4,2,1,4,4,5,5,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,35,2,2,2,2,1,1,1,6,2,2,1,0.5434,2,2,2,1,1,1,2,2,2,1,1
1469,27/08/2020,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,6,6,4,4,4,3,4,4,3,4,2,1,4,4,3,4,2,2,2,2,2,2,1,1,2,2,2,2,1,2,4,35,2,2,2,2,2,1,1,15,2,1,6,0.5119,2,2,2,2,1,1,2,1,2,1,2
1470,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6,3,4,4,2,2,4,4,4,3,2,1,2,2,3,4,2,2,2,2,2,2,2,1,2,1,2,2,1,2,3,35,2,2,2,2,1,1,1,10,2,2,1,0.3567,2,2,2,1,1,1,2,2,1,1,1
1471,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,3,6,1,1,1,2,1,1,1,1,1,2,1,5,5,5,5,1,2,2,1,2,2,2,1,2,2,2,1,1,9,7,46,2,2,2,2,1,1,1,3,2,1,6,0.8056,2,2,2,1,1,1,2,3,2,3,9
1472,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,6,1,4,4,4,4,4,4,4,4,2,1,4,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,24,2,2,2,2,2,2,1,13,2,2,2,1.6273,2,2,2,2,2,1,2,1,2,1,1
1473,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,3,3,3,2,2,4,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,59,2,1,2,2,2,1,1,10,2,1,1,0.296,1,2,2,2,1,1,2,1,2,1,1
1474,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,3,4,3,4,4,2,2,4,3,3,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,35,2,2,2,2,2,2,1,17,2,1,6,1.5231,2,2,2,2,2,1,2,2,2,3,3
1475,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,6,2,2,2,1,1,9,2,1,2,1,5,3,4,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,35,2,2,2,1,2,2,1,15,2,1,6,0.5119,2,2,1,2,2,1,2,1,2,3,3
1476,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,1,1,2,1,1,2,1,2,2,4,3,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,59,2,1,2,1,2,2,2,17,2,2,6,1.1376,1,2,1,2,2,2,2,1,2,3,3
1477,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,2,4,4,2,1,2,1,2,4,3,3,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,35,2,1,2,1,2,1,1,14,2,1,6,0.6004,1,2,1,2,1,1,2,2,2,3,3
1478,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,6,2,4,5,5,1,4,1,2,2,2,1,3,3,4,4,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,35,2,1,2,2,1,2,1,12,2,1,6,0.4558,1,2,2,1,2,1,2,3,2,3,3
1479,27/08/2020,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,6,1,5,2,2,2,1,2,3,1,2,1,3,4,4,4,1,2,1,2,2,2,1,1,2,1,2,2,1,2,1,35,1,2,2,1,2,2,1,7,2,2,1,0.3921,2,2,1,2,2,1,1,2,2,1,1
1480,27/08/2020,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,6,3,4,4,4,2,4,4,3,3,2,1,3,3,3,3,2,2,2,2,2,2,2,1,1,2,2,2,1,2,4,35,2,2,2,2,1,2,1,2,2,1,6,1.5578,2,2,2,1,2,1,2,2,2,1,1
1481,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,6,1,2,2,2,1,3,2,4,2,2,1,3,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,59,1,1,2,1,2,1,1,10,2,1,1,0.296,1,2,1,2,1,1,2,3,2,1,1
1482,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,6,2,1,1,1,1,1,4,1,1,2,1,5,5,5,5,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,35,2,2,2,2,2,1,2,7,1,1,3,0.8671,2,2,2,2,1,2,2,1,2,1,1
1483,27/08/2020,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,3,4,4,4,4,2,1,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,24,2,2,2,2,2,2,1,13,2,2,1,1.6273,2,2,2,2,2,1,2,2,2,1,1
1484,27/08/2020,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,6,3,4,4,4,4,4,4,3,4,2,2,3,4,3,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,48,2,2,2,2,2,1,2,2,2,1,3,2.2138,2,2,2,2,1,2,2,2,2,1,1
1485,27/08/2020,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,9,6,4,2,1,1,1,2,2,1,2,1,3,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,35,2,2,2,1,1,1,1,14,1,1,6,1.3921,2,2,1,1,1,1,2,3,2,1,2
1486,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,5,4,3,3,2,2,2,2,2,2,2,1,2,1,2,2,1,2,6,12,2,2,2,1,2,1,1,13,1,2,1,1.7668,2,2,1,2,1,1,2,2,2,1,1
1487,27/08/2020,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,1,2,3,4,4,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,59,2,2,2,2,2,2,1,16,2,2,2,0.5001,2,2,2,2,2,1,2,2,2,1,1
1488,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,6,1,3,3,3,2,2,2,3,3,2,1,3,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,35,2,2,2,2,1,2,2,17,2,1,6,1.5231,2,2,2,1,2,2,2,2,2,1,2
1489,27/08/2020,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,6,1,4,4,4,4,4,4,4,4,2,1,4,4,4,4,1,2,2,2,2,2,2,1,2,2,2,2,1,2,3,59,2,2,2,2,2,2,1,8,2,2,6,0.2968,2,2,2,2,2,1,2,3,2,1,1
1490,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,6,3,4,4,4,4,4,4,4,4,2,2,4,4,3,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,5,35,2,1,2,2,2,1,1,10,2,2,3,0.3567,1,2,2,2,1,1,2,3,2,1,1
1491,27/08/2020,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,6,1,3,2,3,1,2,2,3,1,2,1,4,4,4,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,48,2,1,2,1,1,1,1,8,2,1,6,0.4116,1,2,1,1,1,1,2,3,2,1,1
1492,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,2,4,4,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,35,2,1,1,1,1,1,1,17,1,1,6,2.2754,1,1,1,1,1,1,2,1,2,3,3
1493,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,1,4,4,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,59,2,2,2,1,2,2,1,9,1,2,3,1.0739,2,2,1,2,2,1,2,3,2,1,1
1494,27/08/2020,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,3,6,7,2,2,3,2,3,3,3,3,2,2,4,4,4,4,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,59,2,2,2,2,2,2,1,2,2,1,3,1.5277,2,2,2,2,2,1,9,2,2,9,1
1495,27/08/2020,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,3,6,1,1,2,3,2,3,2,3,3,2,2,4,5,4,4,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,59,2,2,2,2,1,1,2,7,2,2,6,0.451,2,2,2,1,1,2,2,1,2,2,2
1496,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,2,2,2,1,2,5,2,5,2,1,3,4,4,4,1,2,1,2,2,1,1,1,2,1,2,2,1,2,1,24,2,2,2,1,1,1,1,4,1,2,6,3.0869,2,2,1,1,1,1,2,2,2,3,3
1497,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,3,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,5,12,2,2,1,2,2,2,1,13,1,2,6,1.7668,2,1,2,2,2,1,2,2,2,3,3
1498,27/08/2020,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,1,4,2,4,2,2,2,3,4,4,4,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,24,2,2,2,2,2,2,1,13,2,2,1,1.6273,2,2,2,2,2,1,2,2,1,1,1
1499,27/08/2020,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,6,2,4,4,4,3,4,4,4,3,2,1,3,4,4,4,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,24,2,2,2,2,1,1,2,4,1,1,3,3.0869,2,2,2,1,1,2,2,3,2,1,1
1500,27/08/2020,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,6,3,4,4,4,1,1,2,1,1,2,1,4,3,3,3,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,35,2,2,1,1,1,2,1,10,2,2,6,0.3567,2,1,1,1,2,1,2,2,2,1,2
1501,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,6,1,1,5,1,1,4,2,2,2,1,5,5,4,4,2,2,2,2,2,2,2,2,2,2,1,2,1,9,9,13,2,2,2,1,2,2,2,13,1,1,6,2.7643,2,2,1,2,2,2,2,2,2,3,3
1502,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,6,1,4,4,4,4,4,4,4,4,2,1,4,4,4,4,1,2,2,2,2,2,2,2,2,1,2,2,1,2,4,59,2,2,2,1,2,2,1,14,2,2,6,0.5083,2,2,1,2,2,1,2,2,2,3,3
1503,27/08/2020,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,2,4,3,2,1,4,4,4,4,1,2,2,2,2,2,1,1,2,2,2,2,1,2,4,35,2,2,2,2,2,1,1,14,2,1,3,0.6004,2,2,2,2,1,1,2,1,2,1,1
1504,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,6,2,4,4,4,4,4,4,4,4,2,1,1,3,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,35,2,1,1,2,1,1,2,15,1,2,6,1.5438,1,1,2,1,1,2,2,2,2,9,2
1505,27/08/2020,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,6,1,4,4,4,4,4,4,4,4,2,9,5,3,2,4,1,2,2,2,2,2,2,2,2,2,2,2,9,2,2,35,2,9,9,1,9,9,9,10,1,2,6,0.9619,2,2,1,2,2,2,2,3,2,1,1
1506,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,6,6,4,4,4,3,4,4,4,4,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,35,2,2,2,1,1,2,1,17,2,1,6,1.5231,2,2,1,1,2,1,2,1,2,3,3
1507,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,1,4,3,2,1,2,1,5,5,5,5,1,2,2,1,2,2,1,1,2,2,2,2,1,2,1,35,2,1,2,1,1,1,1,14,2,1,6,0.6004,1,2,1,1,1,1,2,3,2,3,3
1508,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,1,3,2,1,1,2,1,1,2,1,4,5,5,5,1,2,1,2,2,2,1,1,2,2,2,1,1,2,1,59,2,2,2,1,2,2,1,14,2,1,6,0.5083,2,2,1,2,2,1,2,1,2,2,2
1509,27/08/2020,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,6,2,4,2,2,1,1,4,2,2,2,1,4,5,4,5,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,35,2,2,2,2,1,1,2,2,2,1,6,1.5578,2,2,2,1,1,2,2,2,2,1,3
1510,27/08/2020,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,6,3,3,4,4,3,4,3,3,3,2,1,2,2,3,4,2,2,2,2,2,2,1,2,2,2,2,2,1,2,4,59,2,2,2,2,1,1,1,8,2,1,3,0.2968,2,2,2,1,1,1,2,1,2,1,1
1511,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,3,4,3,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,35,2,2,2,2,2,1,2,6,2,1,6,0.5434,2,2,2,2,1,2,2,2,2,2,2
1512,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6,2,4,4,4,4,4,4,4,4,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,24,2,2,2,1,2,2,2,9,2,2,1,0.7916,2,2,1,2,2,2,2,2,2,1,1
1513,27/08/2020,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,6,2,3,3,3,3,4,4,4,2,2,1,2,5,5,5,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,48,2,1,2,2,2,1,2,12,2,2,3,0.5478,1,2,2,2,1,2,2,2,2,1,1
1514,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,6,9,9,9,2,2,9,9,2,2,1,5,4,4,4,1,2,2,2,2,2,1,2,1,2,2,2,1,2,3,35,2,2,2,1,1,1,1,16,2,1,6,0.5703,2,2,1,1,1,1,2,1,2,9,3
1515,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,2,4,3,1,1,2,2,1,2,1,5,5,4,5,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,35,2,2,2,1,1,1,2,7,2,1,6,0.3921,2,2,1,1,1,2,2,1,2,3,3
1516,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,6,2,4,4,3,3,4,4,4,3,2,2,3,4,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,48,2,2,2,2,2,1,2,2,2,1,3,2.2138,2,2,2,2,1,2,2,2,2,1,1
1517,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,4,1,3,3,2,2,1,4,5,4,4,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,35,2,2,2,1,1,1,1,10,1,1,6,0.9619,2,2,1,1,1,1,2,3,2,3,3
1518,27/08/2020,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,6,2,2,2,2,2,9,1,3,3,2,1,4,3,4,4,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,35,2,2,2,1,2,2,1,16,2,1,1,0.5703,2,2,1,2,2,1,2,3,2,1,1
1519,27/08/2020,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,6,7,9,9,9,9,9,9,1,1,2,1,2,3,3,3,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,35,2,2,2,1,2,2,2,6,1,1,6,0.9549,2,2,1,2,2,2,2,2,2,1,1
1520,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,3,3,1,1,1,1,1,2,1,4,5,4,4,2,2,2,2,2,2,2,1,2,1,2,2,1,2,3,35,2,2,1,2,2,2,2,16,2,2,6,0.5703,2,1,2,2,2,2,2,1,2,3,3
1521,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6,1,1,4,4,3,3,4,4,4,2,1,1,2,3,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,35,2,2,2,1,2,2,2,14,1,2,2,1.3921,2,2,1,2,2,2,2,3,2,1,1
1522,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,6,6,2,2,4,2,4,1,1,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,9,9,13,9,2,2,2,2,2,1,12,2,2,6,0.4312,2,2,2,2,2,1,2,3,2,1,2
1523,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,3,4,4,2,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,35,2,2,2,2,2,2,1,16,2,2,6,0.5703,2,2,2,2,2,1,2,2,2,3,3
1524,27/08/2020,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,3,6,1,4,4,4,4,4,4,4,4,2,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,59,2,2,2,1,2,2,2,13,1,2,2,2.0362,2,2,1,2,2,2,2,2,2,1,1
1525,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,3,4,4,2,2,1,3,3,4,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,24,2,2,2,2,2,1,2,9,2,2,1,0.7916,2,2,2,2,1,2,2,1,2,1,1
1526,27/08/2020,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,3,1,3,3,1,2,1,4,5,2,3,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,46,2,1,2,1,2,1,1,9,1,1,1,0.8058,1,2,1,2,1,1,2,3,2,1,1
1527,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,5,4,4,4,4,4,2,2,3,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,35,1,2,2,2,2,1,2,8,2,2,1,0.3588,2,2,2,2,1,2,2,3,2,1,1
1528,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,6,6,5,5,5,5,5,5,5,5,2,1,5,3,4,4,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,35,2,2,2,1,1,2,1,15,1,1,6,1.5438,2,2,1,1,2,1,2,2,2,1,1
1529,27/08/2020,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,6,3,4,4,4,2,4,4,3,2,2,2,3,4,3,4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,35,2,1,2,2,1,2,2,14,2,1,1,0.6004,1,2,2,1,2,2,2,2,2,1,1
1530,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,3,4,3,4,3,2,1,3,3,4,4,2,2,2,2,2,1,2,1,2,1,2,1,1,9,9,13,2,2,2,1,9,9,1,17,2,1,6,2.0295,2,2,1,9,9,1,2,3,2,3,3
1531,27/08/2020,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,2,4,4,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,12,2,2,2,2,2,2,1,13,1,1,3,1.7668,2,2,2,2,2,1,2,2,2,1,1
1532,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,3,3,1,3,4,4,2,1,2,5,4,4,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,24,2,2,2,2,1,1,1,11,1,2,6,2.8996,2,2,2,1,1,1,2,1,2,9,3
1533,27/08/2020,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,6,6,4,4,4,3,2,4,3,2,2,1,5,2,4,4,1,2,2,1,2,2,1,1,1,1,2,2,1,2,1,24,2,1,2,1,1,2,2,9,2,2,2,0.7916,1,2,1,1,2,2,2,2,2,1,1
1534,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,3,6,1,3,1,1,1,1,1,1,1,2,1,5,5,5,5,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,35,2,2,2,1,2,1,1,15,2,1,6,0.5119,2,2,1,2,1,1,2,3,2,3,3
